Car_ID,Service_Type,Service_Date,Service_Cost,Service_Center
C1531,Full Service,2020-01-09,13738,CarZ
C1532,Tyre Change,2020-11-01,4973,Mechanix
C1533,Oil Change,2022-03-05,4042,Mechanix
C1534,Full Service,2020-04-07,3218,CarZ
C1535,Brake Service,2022-08-20,12607,Pitstop
C1536,Oil Change,2023-04-10,12364,FastFix
C1537,Battery Replacement,2023-09-30,10061,FastFix
C1538,Full Service,2021-04-14,8170,Pitstop
C1539,Engine Repair,2022-11-13,3028,CarZ
C1540,Full Service,2022-02-21,9140,Mechanix
C1541,Tyre Change,2023-11-29,14133,CarZ
C1542,Tyre Change,2020-12-07,5398,CarZ
C1543,Oil Change,2020-03-17,4024,FastFix
C1544,Oil Change,2022-03-03,11929,Pitstop
C1545,Brake Service,2020-12-10,16454,Pitstop
C1546,Engine Repair,2023-05-09,9067,Pitstop
C1547,Engine Repair,2020-10-19,19507,AutoCare
C1548,Battery Replacement,2022-04-28,11973,FastFix
C1549,Engine Repair,2022-06-09,7350,Mechanix
C1550,Tyre Change,2021-05-09,13857,Mechanix
C1551,Full Service,2022-11-01,17017,Speed Garage
C1552,Brake Service,2021-01-15,9765,AutoCare
C1553,Full Service,2021-02-13,3563,Mechanix
C1554,Battery Replacement,2022-04-09,11938,FastFix
C1555,Brake Service,2021-12-30,15054,CarZ
C1556,Brake Service,2023-08-03,18793,Speed Garage
C1557,Tyre Change,2023-10-23,18004,CarZ
C1558,Full Service,2022-02-12,6167,AutoCare
C1559,Tyre Change,2021-03-15,17293,Speed Garage
C1560,Full Service,2020-11-06,2896,Speed Garage
C1561,Oil Change,2023-03-19,2669,CarZ
C1562,Full Service,2021-03-26,11979,Mechanix
C1563,Battery Replacement,2020-03-07,17057,CarZ
C1564,Battery Replacement,2022-11-24,16821,AutoCare
C1565,Brake Service,2020-09-09,13713,FastFix
C1566,Engine Repair,2022-04-04,11896,FastFix
C1567,Brake Service,2021-03-30,17896,CarZ
C1568,Engine Repair,2021-11-07,10411,FastFix
C1569,Full Service,2022-10-11,6541,Speed Garage
C1570,Full Service,2021-07-23,3499,AutoCare
C1571,Battery Replacement,2020-08-05,14136,Pitstop
C1572,Brake Service,2022-12-07,16678,FastFix
C1573,Oil Change,2023-12-19,9271,Speed Garage
C1574,Brake Service,2023-08-07,16977,Mechanix
C1575,Oil Change,2021-08-24,19437,AutoCare
C1576,Full Service,2020-10-25,4625,FastFix
C1577,Full Service,2021-02-25,6829,Mechanix
C1578,Engine Repair,2021-11-17,17760,FastFix
C1579,Full Service,2022-03-04,14647,Speed Garage
C1580,Oil Change,2023-01-14,2607,Speed Garage
C1581,Oil Change,2020-11-03,17895,Speed Garage
C1582,Engine Repair,2021-06-04,19808,FastFix
C1583,Oil Change,2023-12-20,4368,AutoCare
C1584,Oil Change,2023-04-29,9037,Speed Garage
C1585,Oil Change,2022-10-10,10652,Speed Garage
C1586,Oil Change,2021-12-21,13846,CarZ
C1587,Battery Replacement,2020-02-09,6159,Speed Garage
C1588,Oil Change,2022-04-17,16866,CarZ
C1589,Engine Repair,2020-08-22,10682,Mechanix
C1590,Brake Service,2022-07-01,18688,Speed Garage
C1591,Oil Change,2020-07-12,10907,Speed Garage
C1592,Full Service,2022-05-26,10447,FastFix
C1593,Brake Service,2023-04-30,8274,Speed Garage
C1594,Oil Change,2021-08-17,15948,Speed Garage
C1595,Full Service,2022-05-15,10075,Mechanix
C1596,Engine Repair,2021-03-27,18072,FastFix
C1597,Engine Repair,2020-10-12,13896,AutoCare
C1598,Battery Replacement,2022-04-20,6666,FastFix
C1599,Tyre Change,2023-02-18,12048,AutoCare
C1600,Engine Repair,2023-08-14,12537,Mechanix
C1601,Engine Repair,2021-11-07,2405,Speed Garage
C1602,Oil Change,2020-08-11,11008,AutoCare
C1603,Battery Replacement,2021-09-12,4714,AutoCare
C1604,Battery Replacement,2023-01-22,13569,AutoCare
C1605,Oil Change,2022-11-16,15917,Speed Garage
C1606,Tyre Change,2021-11-06,9324,Mechanix
C1607,Full Service,2022-02-15,17612,Speed Garage
C1608,Full Service,2023-07-12,5219,Pitstop
C1609,Battery Replacement,2021-04-04,12939,AutoCare
C1610,Oil Change,2020-06-26,2765,FastFix
C1611,Brake Service,2020-09-09,15324,FastFix
C1612,Full Service,2021-11-06,15380,Pitstop
C1613,Brake Service,2022-09-23,14297,Mechanix
C1614,Tyre Change,2020-08-25,19917,CarZ
C1615,Brake Service,2020-01-03,8107,AutoCare
C1616,Battery Replacement,2023-04-16,15883,Mechanix
C1617,Full Service,2022-09-18,12720,Mechanix
C1618,Full Service,2022-04-21,3657,FastFix
C1619,Engine Repair,2021-07-05,16753,Speed Garage
C1620,Brake Service,2020-04-26,8233,Mechanix
C1621,Full Service,2020-02-08,9881,CarZ
C1622,Engine Repair,2022-05-30,13314,AutoCare
C1623,Tyre Change,2020-10-15,3425,Pitstop
C1624,Engine Repair,2022-01-25,13981,FastFix
C1625,Battery Replacement,2023-06-29,3194,CarZ
C1626,Full Service,2022-01-31,19814,FastFix
C1627,Full Service,2021-04-18,6261,FastFix
C1628,Brake Service,2021-07-16,18105,FastFix
C1629,Brake Service,2022-08-05,14202,Mechanix
C1630,Engine Repair,2021-01-14,15099,CarZ
C1631,Battery Replacement,2021-12-08,17012,Speed Garage
C1632,Battery Replacement,2020-04-23,7565,CarZ
C1633,Oil Change,2021-06-06,5999,AutoCare
C1634,Battery Replacement,2023-07-09,11239,Speed Garage
C1635,Full Service,2022-08-02,10049,AutoCare
C1636,Oil Change,2020-05-31,13269,AutoCare
C1637,Engine Repair,2020-08-10,18570,CarZ
C1638,Brake Service,2020-02-02,5367,AutoCare
C1639,Tyre Change,2020-05-02,2996,Pitstop
C1640,Oil Change,2022-11-09,16004,AutoCare
C1641,Oil Change,2023-01-01,3013,Pitstop
C1642,Battery Replacement,2021-10-07,7245,Pitstop
C1643,Battery Replacement,2023-03-26,6314,Pitstop
C1644,Engine Repair,2022-09-30,7732,FastFix
C1645,Engine Repair,2023-12-27,12959,CarZ
C1646,Oil Change,2023-10-03,19652,Mechanix
C1647,Oil Change,2022-11-03,14934,Speed Garage
C1648,Brake Service,2020-06-24,6167,AutoCare
C1649,Engine Repair,2023-02-12,5848,Speed Garage
C1650,Battery Replacement,2023-12-09,14868,CarZ
C1651,Battery Replacement,2020-09-25,4149,Mechanix
C1652,Oil Change,2023-03-19,13529,CarZ
C1653,Engine Repair,2022-05-09,4917,AutoCare
C1654,Tyre Change,2021-05-01,16588,CarZ
C1655,Engine Repair,2021-06-13,19014,CarZ
C1656,Engine Repair,2023-12-07,17057,Mechanix
C1657,Oil Change,2020-05-20,15510,Speed Garage
C1658,Oil Change,2023-02-22,4403,CarZ
C1659,Engine Repair,2021-12-22,19633,Pitstop
C1660,Brake Service,2020-08-08,12055,Mechanix
C1661,Tyre Change,2020-09-29,3568,Pitstop
C1662,Full Service,2020-04-28,18343,CarZ
C1663,Oil Change,2023-10-12,14510,AutoCare
C1664,Brake Service,2023-04-04,10006,CarZ
C1665,Oil Change,2022-09-11,12986,Pitstop
C1666,Oil Change,2021-05-29,2384,Mechanix
C1667,Oil Change,2023-06-30,10822,FastFix
C1668,Oil Change,2022-06-28,10904,Mechanix
C1669,Brake Service,2022-02-20,3516,Mechanix
C1670,Oil Change,2021-02-14,12421,CarZ
C1671,Battery Replacement,2021-08-22,8351,AutoCare
C1672,Battery Replacement,2023-08-19,17044,Mechanix
C1673,Tyre Change,2020-11-18,10479,CarZ
C1674,Tyre Change,2022-10-03,7975,Speed Garage
C1675,Tyre Change,2023-01-07,12940,Mechanix
C1676,Engine Repair,2020-03-10,10558,Pitstop
C1677,Full Service,2022-09-02,3627,FastFix
C1678,Battery Replacement,2023-01-26,5893,CarZ
C1679,Battery Replacement,2022-04-28,15390,Mechanix
C1680,Tyre Change,2020-10-20,8680,Pitstop
C1681,Engine Repair,2023-11-20,16520,CarZ
C1682,Full Service,2022-12-16,9772,Mechanix
C1683,Oil Change,2023-08-01,2093,Mechanix
C1684,Oil Change,2021-03-29,15855,CarZ
C1685,Oil Change,2020-03-11,5070,CarZ
C1686,Oil Change,2023-09-04,3399,Mechanix
C1687,Tyre Change,2023-02-06,4429,FastFix
C1688,Battery Replacement,2022-05-17,5537,Pitstop
C1689,Engine Repair,2022-03-23,18538,CarZ
C1690,Battery Replacement,2021-06-25,13255,Pitstop
C1691,Brake Service,2022-07-05,8194,Mechanix
C1692,Brake Service,2020-07-20,6748,Speed Garage
C1693,Oil Change,2020-07-28,4136,Pitstop
C1694,Tyre Change,2023-10-02,15055,Mechanix
C1695,Full Service,2023-06-24,12824,CarZ
C1696,Oil Change,2021-12-12,8998,AutoCare
C1697,Oil Change,2022-03-03,7792,FastFix
C1698,Tyre Change,2020-08-25,6748,Speed Garage
C1699,Full Service,2021-04-12,3609,Mechanix
C1700,Battery Replacement,2020-03-04,14887,AutoCare
C1701,Engine Repair,2021-07-27,17603,CarZ
C1702,Tyre Change,2020-11-24,5393,CarZ
C1703,Tyre Change,2022-01-21,3044,Speed Garage
C1704,Brake Service,2021-01-07,19355,AutoCare
C1705,Tyre Change,2022-08-12,14598,Pitstop
C1706,Full Service,2023-06-29,18204,Pitstop
C1707,Battery Replacement,2022-01-26,12619,Speed Garage
C1708,Tyre Change,2023-02-05,5588,AutoCare
C1709,Battery Replacement,2023-01-27,9252,CarZ
C1710,Battery Replacement,2021-10-02,17626,Pitstop
C1711,Brake Service,2023-10-27,11119,FastFix
C1712,Oil Change,2021-08-20,17394,AutoCare
C1713,Engine Repair,2023-02-20,10310,Speed Garage
C1714,Oil Change,2022-03-30,11040,AutoCare
C1715,Engine Repair,2020-04-04,5627,Mechanix
C1716,Engine Repair,2022-07-26,17862,AutoCare
C1717,Tyre Change,2021-08-09,8150,Mechanix
C1718,Battery Replacement,2023-10-08,3305,CarZ
C1719,Brake Service,2020-12-03,7825,CarZ
C1720,Brake Service,2022-11-27,3817,Speed Garage
C1721,Battery Replacement,2021-01-04,16636,Speed Garage
C1722,Oil Change,2023-06-01,3005,Speed Garage
C1723,Tyre Change,2020-03-21,7565,Mechanix
C1724,Engine Repair,2022-03-27,4269,FastFix
C1725,Battery Replacement,2020-03-08,7151,CarZ
C1726,Engine Repair,2022-01-18,14487,Speed Garage
C1727,Battery Replacement,2020-01-30,17453,Mechanix
C1728,Brake Service,2021-06-04,12565,CarZ
C1729,Brake Service,2021-06-25,7922,Mechanix
C1730,Battery Replacement,2021-09-09,7640,Pitstop
C1731,Engine Repair,2021-05-05,2781,Pitstop
C1732,Battery Replacement,2022-04-04,4877,Speed Garage
C1733,Tyre Change,2020-12-10,11808,FastFix
C1734,Battery Replacement,2020-08-29,12346,Pitstop
C1735,Brake Service,2022-09-04,10894,Speed Garage
C1736,Battery Replacement,2021-01-28,2660,Mechanix
C1737,Tyre Change,2021-09-26,7924,Pitstop
C1738,Full Service,2023-08-04,7697,AutoCare
C1739,Tyre Change,2022-09-30,15106,AutoCare
C1740,Brake Service,2023-11-21,4931,AutoCare
C1741,Oil Change,2023-02-22,14119,Pitstop
C1742,Tyre Change,2020-12-03,7509,Mechanix
C1743,Engine Repair,2020-10-19,3614,Speed Garage
C1744,Oil Change,2023-12-30,4958,FastFix
C1745,Tyre Change,2022-04-13,15960,CarZ
C1746,Brake Service,2023-12-17,9111,CarZ
C1747,Full Service,2023-05-19,18246,Mechanix
C1748,Battery Replacement,2020-03-18,10708,Pitstop
C1749,Full Service,2023-10-26,6798,Speed Garage
C1750,Brake Service,2020-11-04,10275,Pitstop
C1751,Oil Change,2023-04-09,12541,AutoCare
C1752,Tyre Change,2021-12-28,12934,Speed Garage
C1753,Engine Repair,2022-07-10,16937,CarZ
C1754,Engine Repair,2021-07-16,6409,AutoCare
C1755,Full Service,2023-02-04,14471,FastFix
C1756,Full Service,2023-10-27,7767,Mechanix
C1757,Engine Repair,2023-11-30,2950,Mechanix
C1758,Brake Service,2023-06-08,14148,CarZ
C1759,Full Service,2023-10-10,14328,Pitstop
C1760,Oil Change,2023-05-22,12916,Pitstop
C1761,Oil Change,2020-05-26,4524,FastFix
C1762,Oil Change,2020-01-15,3038,FastFix
C1763,Brake Service,2020-07-10,19425,Mechanix
C1764,Oil Change,2023-11-26,19230,Pitstop
C1765,Engine Repair,2023-12-13,14720,Pitstop
C1766,Oil Change,2020-01-03,14161,FastFix
C1767,Brake Service,2023-03-27,9523,Speed Garage
C1768,Tyre Change,2022-12-01,12787,Mechanix
C1769,Battery Replacement,2023-01-10,16757,Mechanix
C1770,Full Service,2023-02-21,12337,Mechanix
C1771,Engine Repair,2023-08-29,17690,AutoCare
C1772,Brake Service,2023-04-16,12677,Pitstop
C1773,Full Service,2023-12-07,9633,Pitstop
C1774,Full Service,2020-07-04,6433,Speed Garage
C1775,Full Service,2023-12-02,13205,Speed Garage
C1776,Battery Replacement,2021-03-12,6692,Pitstop
C1777,Engine Repair,2023-05-18,14574,Pitstop
C1778,Battery Replacement,2021-05-30,16765,Speed Garage
C1779,Tyre Change,2023-10-11,4738,Mechanix
C1780,Brake Service,2023-05-18,16834,Pitstop
C1781,Battery Replacement,2021-10-28,11649,Mechanix
C1782,Battery Replacement,2021-01-19,16767,Mechanix
C1783,Tyre Change,2020-07-27,17611,CarZ
C1784,Oil Change,2021-10-29,19420,AutoCare
C1785,Oil Change,2020-01-20,8789,AutoCare
C1786,Engine Repair,2020-04-07,18251,Mechanix
C1787,Engine Repair,2020-03-28,8059,Pitstop
C1788,Engine Repair,2023-10-09,7977,CarZ
C1789,Battery Replacement,2021-06-21,14446,Mechanix
C1790,Brake Service,2022-06-06,8581,Mechanix
C1791,Oil Change,2020-07-18,9286,Pitstop
C1792,Full Service,2023-08-30,18215,CarZ
C1793,Battery Replacement,2020-07-19,17598,Pitstop
C1794,Full Service,2023-03-04,16224,AutoCare
C1795,Battery Replacement,2021-10-22,14531,Speed Garage
C1796,Oil Change,2022-12-05,5302,Pitstop
C1797,Full Service,2021-05-23,19869,FastFix
C1798,Battery Replacement,2023-09-29,16579,CarZ
C1799,Brake Service,2020-12-16,8879,FastFix
C1800,Engine Repair,2020-10-17,19907,AutoCare
C1801,Oil Change,2020-11-01,19642,CarZ
C1802,Oil Change,2022-09-12,10596,Pitstop
C1803,Oil Change,2023-01-10,18569,Speed Garage
C1804,Oil Change,2022-08-06,14883,Speed Garage
C1805,Brake Service,2023-08-30,17245,Pitstop
C1806,Battery Replacement,2021-08-16,7662,CarZ
C1807,Tyre Change,2023-12-30,5725,Mechanix
C1808,Oil Change,2023-03-14,17091,FastFix
C1809,Tyre Change,2023-02-16,19784,Mechanix
C1810,Full Service,2023-06-10,2131,Speed Garage
C1811,Oil Change,2021-12-09,15141,Speed Garage
C1812,Tyre Change,2020-07-23,12620,CarZ
C1813,Engine Repair,2020-05-19,4577,CarZ
C1814,Battery Replacement,2022-06-12,9559,CarZ
C1815,Engine Repair,2022-10-05,4132,CarZ
C1816,Tyre Change,2022-06-21,11501,AutoCare
C1817,Tyre Change,2022-02-12,18116,Speed Garage
C1818,Oil Change,2022-04-13,19609,CarZ
C1819,Oil Change,2022-02-04,12394,FastFix
C1820,Full Service,2020-07-18,2546,Speed Garage
C1821,Brake Service,2023-12-31,5674,Pitstop
C1822,Brake Service,2023-11-02,6041,Mechanix
C1823,Full Service,2022-01-02,12429,Mechanix
C1824,Tyre Change,2020-01-21,8486,FastFix
C1825,Oil Change,2023-07-08,13788,FastFix
C1826,Full Service,2021-01-17,19762,CarZ
C1827,Full Service,2021-12-06,14296,AutoCare
C1828,Tyre Change,2023-05-11,7250,AutoCare
C1829,Battery Replacement,2020-06-27,11626,Pitstop
C1830,Full Service,2023-09-16,11589,Mechanix
C1831,Full Service,2020-07-25,10017,FastFix
C1832,Engine Repair,2021-06-16,11754,FastFix
C1833,Engine Repair,2022-09-06,7418,CarZ
C1834,Full Service,2020-10-11,15672,AutoCare
C1835,Engine Repair,2022-01-20,14258,Speed Garage
C1836,Oil Change,2022-09-10,4581,CarZ
C1837,Engine Repair,2021-02-15,16671,CarZ
C1838,Tyre Change,2021-03-03,10647,FastFix
C1839,Battery Replacement,2022-08-23,18832,CarZ
C1840,Battery Replacement,2022-12-01,4460,AutoCare
C1841,Full Service,2023-05-31,7061,AutoCare
C1842,Oil Change,2020-06-13,15191,Speed Garage
C1843,Engine Repair,2022-02-07,18445,AutoCare
C1844,Full Service,2020-02-06,19845,Mechanix
C1845,Battery Replacement,2022-10-17,5701,Speed Garage
C1846,Battery Replacement,2023-08-10,5226,AutoCare
C1847,Tyre Change,2023-02-17,2344,FastFix
C1848,Engine Repair,2021-01-30,19563,Pitstop
C1849,Full Service,2023-06-13,9168,Mechanix
C1850,Tyre Change,2020-02-13,9709,AutoCare
C1851,Brake Service,2023-06-10,8410,AutoCare
C1852,Battery Replacement,2022-12-25,5402,FastFix
C1853,Brake Service,2023-12-22,8956,Mechanix
C1854,Oil Change,2021-09-18,15281,Mechanix
C1855,Engine Repair,2023-01-15,9357,Pitstop
C1856,Full Service,2023-08-22,9538,AutoCare
C1857,Engine Repair,2020-10-10,17101,Mechanix
C1858,Full Service,2021-04-12,9943,FastFix
C1859,Full Service,2021-10-17,4715,Mechanix
C1860,Tyre Change,2022-09-24,17653,Pitstop
C1861,Oil Change,2021-09-20,16701,FastFix
C1862,Oil Change,2023-02-26,16654,Mechanix
C1863,Brake Service,2023-11-24,3166,Pitstop
C1864,Full Service,2020-11-11,2613,CarZ
C1865,Full Service,2020-01-23,12065,CarZ
C1866,Oil Change,2023-05-14,4591,Pitstop
C1867,Brake Service,2022-12-29,16816,CarZ
C1868,Full Service,2023-02-16,13390,FastFix
C1869,Battery Replacement,2021-10-20,5596,Mechanix
C1870,Full Service,2023-07-06,8451,AutoCare
C1871,Tyre Change,2021-06-15,9561,Mechanix
C1872,Battery Replacement,2022-06-18,12874,Mechanix
C1873,Engine Repair,2023-09-14,17051,Mechanix
C1874,Tyre Change,2022-09-23,13112,Speed Garage
C1875,Full Service,2020-03-04,18542,CarZ
C1876,Tyre Change,2023-02-03,19353,Pitstop
C1877,Brake Service,2022-07-21,2537,AutoCare
C1878,Brake Service,2022-03-11,10774,CarZ
C1879,Brake Service,2022-03-25,8811,AutoCare
C1880,Tyre Change,2022-02-10,11756,Pitstop
C1881,Full Service,2020-03-17,16681,Speed Garage
C1882,Oil Change,2022-06-14,7930,FastFix
C1883,Full Service,2022-05-27,7750,Pitstop
C1884,Brake Service,2022-06-25,10198,Pitstop
C1885,Brake Service,2021-09-04,15769,Speed Garage
C1886,Brake Service,2022-10-05,2302,AutoCare
C1887,Brake Service,2023-06-16,7015,CarZ
C1888,Brake Service,2021-05-02,4831,Speed Garage
C1889,Full Service,2020-12-25,7467,AutoCare
C1890,Engine Repair,2022-04-24,17993,Speed Garage
C1891,Full Service,2021-11-07,5016,FastFix
C1892,Full Service,2020-04-10,11338,Mechanix
C1893,Full Service,2023-04-19,17167,Pitstop
C1894,Brake Service,2020-07-21,3224,Speed Garage
C1895,Engine Repair,2023-01-10,8334,Pitstop
C1896,Full Service,2022-04-16,8871,AutoCare
C1897,Battery Replacement,2022-02-05,2783,CarZ
C1898,Engine Repair,2020-04-11,19504,Speed Garage
C1899,Oil Change,2022-04-27,5495,Pitstop
C1900,Oil Change,2021-08-17,5853,CarZ
C1901,Battery Replacement,2023-11-03,2050,FastFix
C1902,Battery Replacement,2022-06-28,17066,CarZ
C1903,Full Service,2021-11-25,9644,Pitstop
C1904,Battery Replacement,2021-02-08,2009,Mechanix
C1905,Full Service,2023-11-13,16170,Pitstop
C1906,Oil Change,2020-09-17,7683,FastFix
C1907,Tyre Change,2022-01-21,8237,Speed Garage
C1908,Full Service,2021-09-17,5328,Pitstop
C1909,Brake Service,2020-09-29,5912,Pitstop
C1910,Oil Change,2021-10-31,18806,Pitstop
C1911,Tyre Change,2021-04-17,5387,Speed Garage
C1912,Engine Repair,2021-08-03,18129,FastFix
C1913,Oil Change,2021-04-20,5024,CarZ
C1914,Full Service,2023-06-29,15354,Pitstop
C1915,Tyre Change,2020-07-20,9227,FastFix
C1916,Full Service,2020-08-10,15233,Mechanix
C1917,Brake Service,2023-06-23,6011,CarZ
C1918,Oil Change,2022-10-05,12601,AutoCare
C1919,Brake Service,2020-01-24,14871,Mechanix
C1920,Full Service,2023-06-21,9869,AutoCare
C1921,Battery Replacement,2020-03-05,3608,AutoCare
C1922,Oil Change,2020-05-06,14258,Pitstop
C1923,Battery Replacement,2020-10-30,4855,AutoCare
C1924,Engine Repair,2021-06-02,8242,Pitstop
C1925,Oil Change,2023-06-14,6351,AutoCare
C1926,Battery Replacement,2021-05-28,19824,AutoCare
C1927,Oil Change,2023-01-26,5208,FastFix
C1928,Oil Change,2023-09-26,19251,AutoCare
C1929,Tyre Change,2023-01-05,16174,AutoCare
C1930,Full Service,2020-07-03,6327,Pitstop
C1931,Battery Replacement,2022-11-07,11419,Pitstop
C1932,Brake Service,2023-10-10,2448,FastFix
C1933,Engine Repair,2022-04-07,16034,AutoCare
C1934,Battery Replacement,2021-02-01,13582,CarZ
C1935,Oil Change,2023-07-11,12853,FastFix
C1936,Brake Service,2020-11-26,10467,AutoCare
C1937,Battery Replacement,2020-03-30,17506,Mechanix
C1938,Tyre Change,2022-05-29,16714,CarZ
C1939,Full Service,2021-12-03,7128,Mechanix
C1940,Oil Change,2020-10-15,13189,Pitstop
C1941,Tyre Change,2021-01-11,17184,AutoCare
C1942,Oil Change,2023-12-27,10078,FastFix
C1943,Tyre Change,2023-06-10,18185,Pitstop
C1944,Engine Repair,2021-05-27,15600,AutoCare
C1945,Full Service,2022-07-20,6624,AutoCare
C1946,Oil Change,2020-04-11,7451,CarZ
C1947,Tyre Change,2021-11-10,4384,Speed Garage
C1948,Full Service,2021-06-16,12351,Pitstop
C1949,Full Service,2023-08-18,13317,CarZ
C1950,Full Service,2022-12-27,16449,CarZ
C1951,Full Service,2022-02-19,9134,CarZ
C1952,Engine Repair,2023-07-05,14957,Mechanix
C1953,Battery Replacement,2021-09-15,16188,CarZ
C1954,Tyre Change,2023-09-04,15151,FastFix
C1955,Oil Change,2021-03-27,17987,Mechanix
C1956,Brake Service,2022-03-08,19738,Pitstop
C1957,Brake Service,2023-02-02,7089,Mechanix
C1958,Battery Replacement,2022-11-21,7672,FastFix
C1959,Tyre Change,2023-11-18,14322,Pitstop
C1960,Oil Change,2021-05-12,16683,CarZ
C1961,Battery Replacement,2022-12-21,18643,CarZ
C1962,Oil Change,2020-06-18,9364,Mechanix
C1963,Engine Repair,2020-01-25,9273,Pitstop
C1964,Engine Repair,2022-09-05,13871,FastFix
C1965,Tyre Change,2023-11-20,14670,AutoCare
C1966,Tyre Change,2022-05-18,4389,Mechanix
C1967,Engine Repair,2022-09-10,7025,CarZ
C1968,Brake Service,2023-04-28,10689,CarZ
C1969,Brake Service,2020-08-28,14493,Mechanix
C1970,Tyre Change,2022-04-13,6585,Pitstop
C1971,Tyre Change,2020-08-06,8536,CarZ
C1972,Battery Replacement,2023-07-30,11378,AutoCare
C1973,Tyre Change,2021-07-09,10946,Speed Garage
C1974,Engine Repair,2020-10-26,9893,AutoCare
C1975,Battery Replacement,2022-07-23,9415,CarZ
C1976,Engine Repair,2022-09-12,17134,FastFix
